[Header]
INVESTIGATOR NAME,BeadStudio User
PROJECT NAME,HipSci_proj
EXPERIMENT NAME,HipSci_proj
DATE,10/7/2018 1:19:05 PM
[Manifests]
A,HumanCoreExome-12-v1-1-C
[Data]
Sample_ID,SentrixBarcode_A,SentrixPosition_A,Path,Aux
HPSI0813i-zexw_3,9969483089,R02C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-aizi,9741778139,R05C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-guss,9969483121,R03C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-iill,9741778156,R04C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-raki,9741952158,R02C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-robp,9741953156,R05C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-vajx,9741778064,R02C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-wots,9723038152,R01C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0813pf-zexw,9969483089,R03C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-bulb_1,9741778156,R03C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-bulb_2,9741778156,R04C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-bulb_3,9741778156,R05C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-coyi_1,9741952122,R05C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-coyi_2,9741952122,R06C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-coyi_3,9741952122,R01C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-ruql_1,9741778060,R01C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-ruql_2,9741778060,R02C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913i-ruql_3,9741778060,R03C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913pf-bulb,9741778156,R06C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913pf-coyi,9741952122,R02C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI0913pf-ruql,9741778060,R04C01,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI1113i-fumb_1,9969483145,R01C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI1113i-fumb_2,9969483100,R01C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI1114i-qibk_1,9969483030,R03C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI1114i-qibk_2,9969483030,R05C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
HPSI1114i-qibk_3,9969483030,R04C02,\\VBOXSVR\GenomeStudio\HipSci\idat,0
