Index,File_name,use_for_sorting,sample2,treatment,,,,,
539_IFN,WTCHG_428533_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_435173_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_435174_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_435175_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_437972_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_437973_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_437974_202179,202179,539,IFN,,,,,
539_IFN,WTCHG_437975_202179,202179,539,IFN,,,,,
539_MET1m,WTCHG_410450_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_410451_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_410452_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_410453_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_427078_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_427079_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_427080_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_427081_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_428530_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_428531_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_428532_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_428533_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_435173_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_435174_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_435175_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_437972_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_437973_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_437974_201191,201191,539,MET1m,,,,,
539_MET1m,WTCHG_437975_201191,201191,539,MET1m,,,,,
540_MET1m,WTCHG_410450_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_410451_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_410452_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_410453_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_427078_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_427079_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_427080_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_427081_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_428530_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_428531_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_428532_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_428533_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_435173_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_435174_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_435175_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_437972_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_437973_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_437974_217108,217108,540,MET1m,,,,,
540_MET1m,WTCHG_437975_217108,217108,540,MET1m,,,,,
543_IFN,WTCHG_410450_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_410451_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_410452_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_410453_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_427078_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_427079_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_427080_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_427081_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_428530_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_428531_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_428532_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_428533_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_435173_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_435174_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_435175_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_437972_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_437973_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_437974_219132,219132,543,IFN,,,,,
543_IFN,WTCHG_437975_219132,219132,543,IFN,,,,,
543_LPS24,WTCHG_410450_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_410451_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_427078_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_427079_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_427080_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_427081_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_428530_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_428531_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_428532_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_428533_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_435173_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_435174_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_435175_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_437972_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_437973_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_437974_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_437975_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_410452_218120,218120,543,LPS24,,,,,
543_LPS24,WTCHG_410453_218120,218120,543,LPS24,,,,,
546_IFN,WTCHG_410450_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_410451_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_410452_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_410453_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_427078_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_427079_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_427080_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_427081_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_428530_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_428531_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_428532_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_428533_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_435173_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_435174_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_435175_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_437972_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_437973_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_437974_210178,210178,546,IFN,,,,,
546_IFN,WTCHG_437975_210178,210178,546,IFN,,,,,
546_MET1m,WTCHG_410450_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_410451_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_410452_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_410453_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_427078_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_427079_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_427080_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_427081_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_428530_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_428531_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_428532_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_428533_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_435173_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_435174_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_435175_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_437972_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_437973_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_437974_209190,209190,546,MET1m,,,,,
546_MET1m,WTCHG_437975_209190,209190,546,MET1m,,,,,
549_IFN,WTCHG_410450_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_410451_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_410452_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_410453_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_427078_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_427079_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_427080_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_427081_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_428530_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_428531_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_428532_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_428533_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_435173_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_435174_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_435175_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_437972_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_437973_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_437974_257101,257101,549,IFN,,,,,
549_IFN,WTCHG_437975_257101,257101,549,IFN,,,,,
550_LPS24,WTCHG_410450_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_410451_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_410452_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_410453_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_427078_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_427079_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_427080_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_427081_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_428530_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_428531_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_428532_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_428533_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_435173_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_435174_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_435175_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_437972_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_437973_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_437974_222168,222168,550,LPS24,,,,,
550_LPS24,WTCHG_437975_222168,222168,550,LPS24,,,,,
550_MET1m,WTCHG_410450_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_410451_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_410452_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_410453_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_427078_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_427079_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_427080_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_427081_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_428530_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_428531_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_428532_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_428533_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_435173_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_435174_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_435175_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_437972_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_437973_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_437974_223180,223180,550,MET1m,,,,,
550_MET1m,WTCHG_437975_223180,223180,550,MET1m,,,,,
550_UT,WTCHG_410450_221156,221156,550,UT,,,,,
550_UT,WTCHG_410451_221156,221156,550,UT,,,,,
550_UT,WTCHG_410452_221156,221156,550,UT,,,,,
550_UT,WTCHG_410453_221156,221156,550,UT,,,,,
550_UT,WTCHG_427078_221156,221156,550,UT,,,,,
550_UT,WTCHG_427079_221156,221156,550,UT,,,,,
550_UT,WTCHG_427080_221156,221156,550,UT,,,,,
550_UT,WTCHG_427081_221156,221156,550,UT,,,,,
550_UT,WTCHG_428530_221156,221156,550,UT,,,,,
550_UT,WTCHG_428531_221156,221156,550,UT,,,,,
550_UT,WTCHG_428532_221156,221156,550,UT,,,,,
550_UT,WTCHG_428533_221156,221156,550,UT,,,,,
550_UT,WTCHG_435173_221156,221156,550,UT,,,,,
550_UT,WTCHG_435174_221156,221156,550,UT,,,,,
550_UT,WTCHG_435175_221156,221156,550,UT,,,,,
550_UT,WTCHG_437972_221156,221156,550,UT,,,,,
550_UT,WTCHG_437973_221156,221156,550,UT,,,,,
550_UT,WTCHG_437974_221156,221156,550,UT,,,,,
550_UT,WTCHG_437975_221156,221156,550,UT,,,,,
553_IFN,WTCHG_410450_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_410451_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_410452_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_410453_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_427078_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_427079_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_427080_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_427081_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_428530_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_428531_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_428532_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_428533_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_435173_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_435174_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_435175_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_437972_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_437973_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_437974_258113,258113,553,IFN,,,,,
553_IFN,WTCHG_437975_258113,258113,553,IFN,,,,,
555_IFN,WTCHG_410450_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_410451_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_410452_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_410453_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_427078_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_427079_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_427080_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_427081_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_428530_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_428531_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_428532_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_428533_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_435173_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_435174_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_435175_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_437972_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_437973_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_437974_234175,234175,555,IFN,,,,,
555_IFN,WTCHG_437975_234175,234175,555,IFN,,,,,
555_MET1m,WTCHG_410450_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_410451_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_410452_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_410453_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_427078_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_427079_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_427080_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_427081_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_428530_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_428531_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_428532_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_428533_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_435173_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_435174_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_435175_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_437972_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_437973_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_437974_233187,233187,555,MET1m,,,,,
555_MET1m,WTCHG_437975_233187,233187,555,MET1m,,,,,
556_IFN,WTCHG_410450_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_410451_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_410452_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_410453_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_427078_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_427079_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_427080_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_427081_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_428530_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_428531_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_428532_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_428533_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_435173_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_435174_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_435175_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_437972_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_437973_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_437974_242174,242174,556,IFN,,,,,
556_IFN,WTCHG_437975_242174,242174,556,IFN,,,,,
556_MET1m,WTCHG_410450_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_410451_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_410452_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_410453_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_427078_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_427079_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_427080_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_427081_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_428530_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_428531_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_428532_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_428533_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_435173_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_435174_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_435175_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_437972_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_437973_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_437974_241186,241186,556,MET1m,,,,,
556_MET1m,WTCHG_437975_241186,241186,556,MET1m,,,,,
557_IFN,WTCHG_410450_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_410451_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_410452_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_410453_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_427078_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_427079_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_427080_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_427081_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_428530_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_428531_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_428532_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_428533_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_435173_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_435174_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_435175_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_437972_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_437973_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_437974_250173,250173,557,IFN,,,,,
557_IFN,WTCHG_437975_250173,250173,557,IFN,,,,,
557_MET1m,WTCHG_410450_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_410451_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_410452_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_410453_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_427078_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_427079_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_427080_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_427081_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_428530_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_428531_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_428532_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_428533_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_435173_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_435174_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_435175_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_437972_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_437973_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_437974_249185,249185,557,MET1m,,,,,
557_MET1m,WTCHG_437975_249185,249185,557,MET1m,,,,,
558_IFN,WTCHG_410450_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_410451_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_410452_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_410453_284157,284157,558,IFN,,,,,
558_IFN,WTCHG_427078_284157,284157,558,IFN,,,,,
