!Sample_title	!Sample_geo_accession	!Sample_status	!Sample_submission_date	!Sample_last_update_date	!Sample_type	!Sample_channel_count	!Sample_source_name_ch1	!Sample_organism_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_characteristics_ch1	!Sample_molecule_ch1	!Sample_extract_protocol_ch1	!Sample_label_ch1	!Sample_label_protocol_ch1	!Sample_taxid_ch1	!Sample_hyb_protocol	!Sample_scan_protocol	!Sample_data_processing	!Sample_platform_id	!Sample_contact_name	!Sample_contact_laboratory	!Sample_contact_department	!Sample_contact_institute	!Sample_contact_address	!Sample_contact_city	!Sample_contact_state	!Sample_contact_zip/postal_code	!Sample_contact_country	!Sample_supplementary_file	!Sample_data_row_count	!Sample_relation
IGTB1021.F4 [CD4]	GSM1350866	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 36	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350866/suppl/GSM1350866_EA10047_239754_HUGENE-1_0-ST-V1_IGTB1021.F4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1026.F4 [CD4]	GSM1350867	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 23	gender: female	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350867/suppl/GSM1350867_EA10047_239755_HUGENE-1_0-ST-V1_IGTB1026.F4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1029.4 [CD4]	GSM1350868	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 43	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350868/suppl/GSM1350868_EA10047_130319_HUGENE-1_0-ST-V1_IGTB1029.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1030.4 [CD4]	GSM1350869	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 40	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350869/suppl/GSM1350869_EA10047_113627_HUGENE-1_0-ST-V1_IGTB1030.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1032.4 [CD4]	GSM1350870	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 19	gender: female	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350870/suppl/GSM1350870_EA10047_130327_HUGENE-1_0-ST-V1_IGTB1032.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1034.4 [CD4]	GSM1350871	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 23	gender: female	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350871/suppl/GSM1350871_EA10047_130321_HUGENE-1_0-ST-V1_IGTB1034.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1037.4 [CD4]	GSM1350872	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 20	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350872/suppl/GSM1350872_EA10047_130331_HUGENE-1_0-ST-V1_IGTB1037.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1037.4BR1 [CD4]	GSM1350873	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 20	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 4	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350873/suppl/GSM1350873_EA10047_220992_HUGENE-1_0-ST-V1_IGTB1037.4BR1.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1038.4 [CD4]	GSM1350874	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 41	gender: female	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 1	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350874/suppl/GSM1350874_EA10047_113629_HUGENE-1_0-ST-V1_IGTB1038.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1042.4 [CD4]	GSM1350875	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 43	gender: male	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 2	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350875/suppl/GSM1350875_EA10047_130355_HUGENE-1_0-ST-V1_IGTB1042.4.CEL.gz	21727	Reanalyzed by: GSE86357
IGTB1052.F4 [CD4]	GSM1350876	Public on May 02 2014	Mar 19 2014	Sep 01 2016	RNA	1	healthy individual_CD4 T-Cells from PBMCs	Homo sapiens	age (yrs): 40	gender: female	cell type: T4 Naive cells from human peripheral blood mononuclear cells (PBMCs)	batch: 6	inclusion markers: CD3+ CD4+ CD62L+	exclusion markers: CD14- CD8- CD25-	phenotype markers: CD3+ CD14- CD4+ CD8- CD62L+ CD25-	separation method: Aria Sorter	total RNA	TriZol	biotin	Affymetrix GeneChip WT Terminal Labeling and Controls Kit	9606	Ambion WT Expression Kit	Affymetrix GeneChip Scanner	"The datasets was pre-filtered to keep only those probesets for which a gene symbol could be found in the Affymetrix annotation. CEL files were normalized using Affymetrix Power Tools on the predefined probeset ID list mentioned above, and using the standard RMA workflow (background adjustment, quantile normalization, median polish probeset summarization). Output on 2^ scale."	GPL6244	"Liang,,Yang"	CBDM	Pathology	Harvard Medical School	77 Avenue Louis Pasteur	Boston	MA	2115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1350nnn/GSM1350876/suppl/GSM1350876_EA10047_239759_HUGENE-1_0-ST-V1_IGTB1052.F4.CEL.gz	21727	Reanalyzed by: GSE86357
